billno,chamber,member,vote,points,description,good or bad bill?,Y or N,cmte vote,slug,cmte name,vote URL,main URL
HB273,House,Newton,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Olszewski,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Pigman,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Plakon,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Raschein,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Rommel,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Santiago,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Smith,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Stone,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Sullivan,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,"Watson, B.",Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,"Watson, C.",Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Willhite,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB273,House,Williamson,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,HB273HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45278&IsPCB=0&BillId=60058&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60058&SessionId=86
HB459,House,Burgess,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Davis,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Drake,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Edwards-Walpole,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Henry,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Ingoglia,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,McClure,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Pigman,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Rommel,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Stone,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Sullivan,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Williamson,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Yarborough,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45514&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Abruzzo,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Albritton,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Caldwell,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Drake,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Henry,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Jacobs,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Latvala,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,McClain,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Newton,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Pigman,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Raschein,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Rommel,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Smith,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Stone,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Sullivan,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,"Watson, B.",Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,"Watson, C.",Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB459,House,Willhite,Committee Yes,3,Public Records - Agency Contracts,good,Y,cmte vote,HB459HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47131&IsPCB=0&BillId=60314&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60314&SessionId=86
HB7057,House,Ahern,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Berman,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Bileca,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Boyd,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Brodeur,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Cummings,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,"Diaz, M.",Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Eagle,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Edwards-Walpole,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Hager,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Ingram,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Jones,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,McGhee,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
